GCN_SEQNO,ETC_NAME,NDC,BN,LN,LN25,LN60,GNN,GNN60,Package_Description,TRADENAME,STR,STR60,RT,GCRT_DESC,ETC_ID,ETC_HIERARCHY_LEVEL,ETC_ULTIMATE_PARENT_ETC_ID,ETC_PARENT_ETC_ID,ETC_ULTIMATE_CHILD_IND,GCN,GCRT,HICL_SEQNO,HIC3,HIC3_SEQN,TC,prednisoneMultiplier,prednisodeEquivalentDose,category,subcategory
26721,Macrolides,00093714693,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00378153356,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00378153383,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00440717502,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00440717504,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00440717506,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00781149631,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00781149668,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00781149669,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,00904601004,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,12280026806,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,16590024806,ZITHROMAX,ZITHROMAX 250 MG Z-PAK TABLET,,ZITHROMAX 250 MG Z-PAK TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,16590036206,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,18837033806,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,21695001206,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,21695001218,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,23490776001,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,23490776002,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,33358004006,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,33358036804,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,33358036830,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,33358036850,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,35356070406,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43063009002,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43063009004,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43063052404,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43063057202,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43063057204,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43353069306,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43353069387,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43353077006,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,43353082206,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,49999009604,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,49999009606,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,49999078606,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50111078710,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50111078751,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50111078752,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50111078766,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50268009811,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50268009815,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50268010011,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN DIHYDRATE,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50268010015,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN DIHYDRATE,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50436435601,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,50436435701,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,51079004001,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,51079004020,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,51079059101,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,51079059120,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,52959083806,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54569449700,ZITHROMAX,ZITHROMAX 250 MG Z-PAK TABLET,,ZITHROMAX 250 MG Z-PAK TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54569452200,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54569452201,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54569452202,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54569575400,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54569575500,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54569575501,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868418300,ZITHROMAX,ZITHROMAX 250 MG Z-PAK TABLET,,ZITHROMAX 250 MG Z-PAK TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZPAK TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868464400,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868464401,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868464402,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868547100,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868547800,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868547801,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,54868547802,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55045249206,ZITHROMAX,ZITHROMAX 250 MG Z-PAK TABLET,,ZITHROMAX 250 MG Z-PAK TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55045344206,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55175521904,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55175522006,ZITHROMAX,ZITHROMAX 250 MG Z-PAK TAB,,ZITHROMAX 250 MG Z-PAK TAB,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55289031004,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55289031006,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55289031014,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55289096404,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55289096414,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55700020606,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55887078506,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,AZITHROMYCIN TABLET,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,55887093306,ZITHROMAX,ZITHROMAX 250 MG Z-PAK TABLET,,ZITHROMAX 250 MG Z-PAK TABLET,AZITHROMYCIN,AZITHROMYCIN,DOSE-PACK,ZITROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,57866044607,ZITHROMAX,ZITHROMAX 250 MG Z-PAK TABLET,,ZITHROMAX 250 MG Z-PAK TABLET,AZITHROMYCIN,AZITHROMYCIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,57866435601,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,57866906601,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,57866906602,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,57866906603,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,ZITHROMAX TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,57866906604,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,58016008600,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,58016008630,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,58016008660,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,58016008690,AZITHROMYCIN,AZITHROMYCIN 250 MG TABLET,,AZITHROMYCIN 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,AZITHROMYCIN TABLETS,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
26721,Macrolides,58016039100,ZITHROMAX,ZITHROMAX 250 MG TABLET,,ZITHROMAX 250 MG TABLET,AZITHROMYCIN,AZITHROMYCIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,2737,4,2549,16,1,48793,1,6334,W1D,479,25,,,,
